SITE_NAME,M_Result,M_Error,M_WT_Result,M_PH_Result,M_DIS_Result,M_TUR_Result,M_DS_Rain,M_Temp,N,E_std,R2,R22,PARM_INTERCIP,tSTAT_INTERCIP,PARM_WT,tSTAT_WT,PARM_PH,tSTAT_PH,PARM_DIS,tSTAT_DIS,PARM_TUR,tSTAT_TUR,PARM_DS_Rain,tSTAT_DS_Rain,PARM_AMB_TEMP,tSTAT_AMB_TEMP,LAT_DD_WGS84,LON_DD_WGS84
Barton Scenic Bluff Spring,16.47481482,-2.53E-14,20.41481482,7.516666667,7.132592593,2.894074074,9.62962963,21.5,27,19.87238802,0.394397976,0.32,59.79252784,0.323581368,0.387438546,0.734813278,-8.234104744,0.288975689,-0.982731789,0.517735444,-1.075048607,0.478774692,-0.559891227,0.242493921,0.824673071,0.13952025,30.30338848,-97.88887425
Barton Spring,22.70790988,7.38E-14,21.10776606,7.479798658,7.023691275,2.12924257,11.95973154,21.4,1043,28.25326849,0.042777784,0.11,36.8163241,4.89E-07,0.222887514,0.054110574,-3.518068478,0.000086679,-0.04746417,0.823404602,0.171128584,0.284734314,-0.321001471,5.24E-21,0.128125909,0.015834094,30.26353512,-97.77097968
Barton Spring Pool @ Downstream Dam,21.2379235,6.83E-15,20.98770613,7.495202186,7.014142077,2.214404372,11.74863388,21.4,915,26.57202247,0.100668048,0.19,11.9609228,0.114503971,0.062672646,0.615642719,0.304567286,0.747479453,0.40160204,0.067785453,0.028105523,0.843573995,-0.472015421,2.46E-33,0.020337565,0.707246731,30.26400706,-97.76938256
Barton Springs Pool @ Northern Steps (BS-S),20.43801105,5.01E-14,21.26014979,7.479955801,6.897314917,2.002939227,11.80773481,21.4,905,26.77504041,0.086733256,0.19,38.63968083,7.15E-08,0.169778746,0.135754924,-2.813667777,0.001634612,-0.335989948,0.110833989,0.018820591,0.904946652,-0.450643214,7.93E-32,-0.058184833,0.267254337,30.26386644,-97.77073919
Bear Creek (West) @ Fritz Hughes Park Road,54.68636364,8.91E-14,18.42818182,7.798636364,10.56181818,3.833181818,10.95454546,20.4,22,33.11612763,0.443756103,0.76,-426.7917534,0.026488696,-0.440270851,0.78980898,39.1365821,0.093013697,11.41194036,0.082266316,2.303134176,0.244939413,-1.230344879,0.352406748,3.18735472,0.005186477,30.384475,-97.909336
Bear Creek @ Bear Creek Pass,25.67391304,6.18E-16,19.75811594,7.44173913,6.83,1.513913044,7.565217391,17.7,23,21.73067472,0.261341948,0.63,-53.17793217,0.485813721,3.651254271,0.008084375,-6.4599279,0.48886711,3.282160985,0.225578495,-0.081310781,0.974563964,0.057352076,0.925086967,1.726384023,0.010101247,30.16088234,-97.94486077
Bear Creek @ Twin Creeks Road,45.75909091,-3.35E-15,19.86015152,7.247727273,6.455909091,2.163181818,6.5,19,22,24.33675179,0.445429433,0.51,-14.19975122,0.913727229,4.190773485,0.012551305,7.20663817,0.667374142,-8.322734705,0.124533479,0.977370115,0.931530646,-2.134466278,0.296661999,-0.155107857,0.873274235,30.12742048,-97.82190258
Bee Creek @ Lake Austin,32.29,-1.75E-14,20.29066667,7.565,8.819666667,2.179333333,5.933333333,17.5,30,17.76862995,0.488024919,0.73,-53.56641923,0.408713897,0.453594001,0.500423014,9.439819217,0.198178751,-0.815335148,0.673048236,-4.7676168,0.150418508,-2.308248756,0.007405802,2.037425458,7.96776E-05,30.30313133,-97.79540564
Bee Creek @ Loop 360,68.06190476,-2.47E-14,19.30047619,7.497142857,8.06952381,2.361904762,7.142857143,19.2,21,36.36038413,0.145415033,0.59,116.2095238,0.550817129,3.983002653,0.058158724,-21.66598647,0.219085899,-1.943196939,0.768009257,13.25679792,0.208411209,0.841627612,0.536797265,0.57201241,0.558967772,30.30471181,-97.82497847
Bee Creek @ Road Runner Road,42.47777778,-1.58E-15,20.34111111,7.397222222,8.295555556,1.339444444,5.944444444,16.3,18,28.61258007,0.330271475,0.65,-68.51973374,0.665245742,3.047324749,0.058715459,9.696989084,0.614388449,-8.171653137,0.163982364,9.966502722,0.576864375,0.009927002,0.994560779,1.232298637,0.230874536,30.3066873,-97.80653307
Bull Creek  Upstream of Tributary 7 (Franklin),30.163125,-2.43E-14,19.72975,7.77325,7.4885,6.9435,8.025,17.3,80,26.9501722,0.149870061,0.45,-59.40731326,0.164405652,-1.836369791,0.001961018,12.7625722,0.014063144,0.194817251,0.843838036,-0.192836138,0.459584861,-0.610862148,0.015121898,1.579426171,5.15E-07,30.41900917,-97.81269688
Bull Creek 100 ft Upstream of Loop 360 (S xing),57.58333333,5.92E-16,21.38416667,7.303333333,8.611666667,6.071666667,11.41666667,18.1,12,26.27962482,0.552453997,0.72,-438.2872032,0.713095672,-0.62383051,0.959569106,61.23581553,0.564743278,4.617912554,0.834824812,1.698390932,0.618317356,-1.283742087,0.300262218,2.265578383,0.257396439,30.37301031,-97.78466301
Bull Creek 140 ft Upstream of Lakewood Drive,77,-2.19E-14,21.42153846,7.296923077,7.675384615,2.44,14.38461539,12.4,13,26.3274771,0.632256052,0.79,3.701156336,0.98879749,1.494813692,0.624924834,-0.515289614,0.986373805,-0.24174208,0.985848163,-3.345531452,0.807588821,-0.214610395,0.910575909,3.938053753,0.209515877,30.36635806,-97.78650396
Bull Creek 375 ft Upstream of Lakewood Drive,50.33863636,-2.23E-14,19.91136364,7.572727273,7.545681818,4.635909091,14.45454546,15.7,44,29.66285129,0.160900268,0.28,183.9963844,0.072244992,-1.60897619,0.256526482,-10.88437902,0.324520818,-2.239109421,0.301107392,-1.207930346,0.120195641,-0.597690296,0.051360826,0.648094978,0.175756388,30.3662628,-97.78572306
Bull Creek 600 ft Upstream of Lakewood Drive,46.21428571,-2.23E-14,22.815,7.172857143,7.211428571,5.746428571,15.35714286,13,14,18.14455064,0.774388995,0.99,-213.0863972,0.004284437,0.610637594,0.384272235,35.82524942,0.00293368,-1.549491349,0.316281739,-1.864428421,0.004873657,-1.694252579,0.003377123,2.53957,0.000559817,30.36700201,-97.7849994
Bull Creek 90 ft Upstream of Lakewood Drive,60.5,5.15E-14,20.690625,7.180625,8.0175,3.428125,15.0625,12.6,16,28.44284842,0.476400829,0.87,-19.47357084,0.889537668,1.412732188,0.349014299,29.71907375,0.172541286,-4.816251764,0.494340114,-16.00985805,0.043380644,-4.297155575,0.01356103,-0.552316242,0.677748012,30.36636996,-97.78668761
Bull Creek @ Bull Creek Dist Park (Lakewood Dr),55.02172414,-5.76E-14,19.92131035,7.599137931,7.843931035,6.780551724,11.69310345,20.1,290,34.26335298,0.192256723,0.35,179.0178632,6.06E-06,0.42188446,0.368884744,-16.30255439,0.00100941,0.832274174,0.253922664,1.132794349,0.000309425,-1.423785324,9.72E-15,-0.481733414,0.021496019,30.3663747,-97.78706492
Bull Creek @ Loop 360 First Crossing,69.27819549,-5.99E-14,20.41112782,7.60612782,7.783308271,6.259736842,10.03007519,16.9,266,33.5981489,0.158466413,0.39,36.44677244,0.312683115,-0.845578562,0.101501008,2.57221332,0.554577209,0.077518516,0.918742943,0.458025918,0.150905088,-1.041274325,1.35765E-05,2.070778888,8.78E-20,30.3716707,-97.78492996
Bull Creek @ Spicewood Springs Crossing 1,35.42045455,-1.13E-14,20.5075,7.582727273,7.877727273,5.925454546,10.59090909,22.1,44,21.86049663,0.249059437,0.41,8.387631392,0.879821342,1.453203272,0.056193997,1.694604127,0.796925843,-1.241327024,0.446102325,-0.570856142,0.215978958,-1.146945845,0.001090946,0.256075162,0.462520689,30.39034005,-97.77500185
Bull Creek @ St. Edwards Park,12.24210526,-9.91E-15,22.12631579,7.405789474,6.552631579,7.526842105,6.052631579,25.6,19,6.107997773,0.440891588,0.75,33.80979378,0.197861685,-0.67251933,0.59709726,-4.928801007,0.19039132,0.553443739,0.519363496,0.779470538,0.003811814,-1.010969279,0.473336898,1.004274774,0.572541079,30.40468044,-97.78965453
Bull Creek @ St. Edwards Park Upstream of dam,38.88653846,-9.29E-15,21.29384615,7.486923077,7.853269231,11.25384615,7.038461539,16.5,52,30.55221335,0.05570585,0.19,-64.05063101,0.389510087,0.108692455,0.925966674,8.011469704,0.37528824,2.479880188,0.112976149,0.665064908,0.098273756,-0.036401279,0.953843574,0.363113478,0.405658957,30.40499162,-97.7935618
Bull Creek Trib 2 Upstream of Stillhouse Trib (EI),48.63809524,-2.03E-15,21.71476191,7.650952381,7.322380952,3.706666667,10.52380952,16.7,21,23.44175723,0.599858596,0.78,-317.3311193,0.068121863,-0.018178924,0.994525038,49.77740419,0.012966212,-3.41795805,0.254065942,0.87216227,0.676088773,-1.450515023,0.02598937,1.64032931,0.167102727,30.38255837,-97.76970084
Bull Creek Upstream of West Bull Creek,65.08125,-3.82E-14,20.924375,7.405,8.15375,12.2375,3.4375,20.5,16,31.02421014,0.380993517,0.78,-18.01011379,0.960615625,0.247256906,0.946609291,-14.40656569,0.726454538,8.474969986,0.15512718,3.241857136,0.074390367,10.0832155,0.160385857,2.056641371,0.28618362,30.36010206,-97.78821685
Canyon Creek Spring 1 (Tubb Spring),9.888888889,2.23E-14,21.47333333,7.582777778,7.726666667,12.30666667,11.44444444,20.4,18,12.25680175,0.50311155,0.2,62.59530623,0.618721155,-0.605468846,0.487901027,-5.890732249,0.713268593,-0.445049787,0.862569679,-0.450128108,0.323871223,-0.049844978,0.916375187,0.584134858,0.248971631,30.43153687,-97.81686679
Cold Spring,11.38581818,1.74E-14,20.93327273,7.631272727,7.198363636,4.531818182,9.872727273,21.7,55,20.57433231,0.18396705,0.19,28.5477756,0.086138835,0.050953759,0.851547113,-3.127876495,0.180121061,0.217742164,0.654399682,0.044481552,0.774406287,-0.360508178,0.019124496,-0.000262583,0.998198142,30.27962815,-97.7805024
Common Ford Tributary in Common Ford Metro Park,31.34666667,4.17E-13,15.28866667,7.773333333,6.089333333,6.58,8.333333333,18,15,14.7481633,0.757928654,0.75,-463.7005303,0.26066267,2.752554592,0.37737264,64.18664633,0.242888044,-10.02086746,0.14676149,2.108803119,0.221143984,-3.510856534,0.065503273,1.612530119,0.157109883,30.33834518,-97.89050291
Cottonmouth Creek @ Dee Gabriel Collins Rd,41.57857143,5.08E-15,18.09,7.864285714,6.999285714,2.297857143,9.428571429,20.6,14,18.15425215,0.425835314,0.73,0.890604101,0.997475869,2.419526289,0.483616403,-2.188488175,0.952729148,-2.910348585,0.425270007,7.111896379,0.070307975,-1.387618086,0.33387006,1.514078579,0.213304349,30.17211959,-97.70111521
Cuernavaca Creek @ River Hills Road,54.41666667,-1.30E-13,23.59666667,7.808333333,8.083333333,2.425,6.75,16.4,12,11.31613775,0.853147303,0.97,536.4997017,0.024373199,-0.507553285,0.696389407,-53.44408026,0.042368548,-5.325037584,0.070888179,-1.270483463,0.640056256,3.502556868,0.012058219,-1.498932353,0.176926416,30.3393546,-97.8499864
Decker Creek @ Gilbert Rd,26.23333333,-4.26E-14,20.33208333,7.85,8.6125,1.26875,13.41666667,21.7,24,23.65486093,0.41240264,0.38,-103.6187059,0.586849699,-1.827012946,0.209389598,20.42438667,0.371878988,1.275288961,0.23124965,0.682853062,0.909647013,0.18009911,0.776427629,-0.590830325,0.17407328,30.27042222,-97.57981959
Dry Creek (North) @ Mt Bonnel Rd,73.7,3.93E-14,20.83266667,7.485333333,5.270666667,3.435333333,7.533333333,15.9,15,24.11567666,0.534883391,0.74,-110.7286223,0.626958983,8.607656733,0.018544708,0.303350435,0.991363477,-4.316552722,0.212313761,6.727581539,0.374490723,-1.071908603,0.621247888,1.904538843,0.209660359,30.33638799,-97.77642899
Dry Creek @ Pearce Road,31.66875,-2.00E-15,15.27375,7.64125,7.71,1.558125,11.4375,22.6,16,24.12101066,0.341716535,0.29,-255.8041712,0.489599792,2.082963742,0.669679892,40.43279796,0.463230318,-3.056145593,0.611895575,0.917829048,0.966633696,-0.009566653,0.995648917,-1.211786895,0.436419897,30.1648278,-97.61619206
Dry Creek @ Wolf Lane,59.39090909,-8.43E-14,16.46727273,7.661818182,6.946363636,1.846363636,8.272727273,19.6,11,19.94745121,0.572007421,0.74,-570.0273383,0.561942598,1.358134041,0.940196502,96.46614868,0.407741072,-10.67544145,0.327767629,-31.98553041,0.65717839,0.231471766,0.922101139,-1.884484192,0.811780791,30.1721027,-97.54761286
Eliza Spring,18.57287129,-1.13E-15,21.2030143,7.506435644,7.046831683,2.183465347,13.26732673,21.8,101,23.76643679,0.067666015,0.19,-2.87556703,0.89785367,0.584586777,0.112935548,-1.081706908,0.675095096,1.36114075,0.031533364,0.623230941,0.160047375,-0.228084745,0.010499854,0.110375228,0.468466714,30.26424616,-97.77006059
Fern Gully Spring,4.8125,-3.79E-15,20.211875,7.52125,7.65,14.825,12.5625,19.9,16,1.805159275,0.646923701,0.66,8.696245682,0.769031035,0.21874237,0.315933917,-2.023030006,0.54077318,0.91380968,0.501758625,-0.060925833,0.593132021,-0.049419088,0.795891059,0.061308499,0.687351169,30.42988249,-97.83534279
Gilleland Creek @ FM 969,83.78235294,-2.51E-15,21.10941177,7.871764706,7.695882353,4.842941177,15.70588235,15.3,17,31.86744151,0.139933178,0.56,469.0561914,0.533385467,3.310727624,0.285707841,-60.77838907,0.532040281,4.526996568,0.408567434,3.903026015,0.179559365,-2.85780474,0.115514576,1.220265687,0.464256269,30.25406401,-97.54019484
Gilleland Creek @ FM 973,59.58578947,6.36E-14,22.16105263,7.702105263,8.24631579,6.387368421,12.10526316,21.2,19,31.86306729,0.256525,0.54,-491.6947398,0.191066958,1.819003701,0.624998682,66.30527905,0.130379094,-7.15246831,0.42812003,1.171578915,0.661646458,2.409858223,0.096235292,0.742124414,0.451681784,30.29721447,-97.56802722
Gilleland Creek @ West Parsons St,74.82727273,-5.20E-14,21.18,7.780909091,8.116363636,4.410909091,10.45454546,18.5,11,11.91507239,0.8074345,0.96,-289.8461479,0.504264063,6.153091834,0.121159005,8.080534928,0.894534976,29.75220798,0.095139427,-1.416247887,0.776533554,-0.169974463,0.907302044,-4.627191307,0.132358825,30.34074192,-97.56516542
Hill Marsh Spring,21.07142857,5.84E-15,20.46428571,7.506428571,6.285,4.877857143,11.42857143,20.2,14,27.69559808,0.191465358,0.27,139.0719332,0.763461511,1.476557713,0.551863562,-19.03604167,0.724597901,-3.248152234,0.688715517,-1.034957428,0.731167893,0.843092352,0.758982344,0.581101105,0.785309834,30.50763736,-97.75507275
Lady Bird Lake @ 1st St (CC),52.32105263,-2.69E-14,20.58236842,7.72131579,6.841447368,2.843421053,11.15789474,22.2,76,27.25073746,0.084659139,0.11,74.5357004,0.341512946,-0.391912332,0.72087334,-1.735478862,0.850956133,-1.133048331,0.410523103,1.050214851,0.392886882,-0.504253766,0.038984599,0.382246937,0.368210653,30.2630556,-97.7475278
Lady Bird Lake @ Basin (AC),24.02367816,-1.05E-14,20.55823755,7.719195402,6.671954023,3.381839081,10.98850575,22,87,23.65225586,0.081172314,0.22,46.49456058,0.332393012,-1.386834201,0.015599218,0.104424752,0.98600987,1.358201658,0.100927276,-0.054111445,0.920842279,-0.576376669,0.008997125,-0.219587686,0.363717012,30.24714285,-97.71637617
Lady Bird Lake @ Lamar (DC),60.03571429,3.40E-14,20.05857143,7.72,6.672142857,2.839642857,9.107142857,21.6,28,31.57166665,0.245060994,0.49,313.6960907,0.152113699,-2.285644567,0.348388797,-27.78166559,0.311448346,-3.649025223,0.143223015,-3.546480852,0.535740399,0.949101216,0.221431669,1.336895468,0.102111939,30.26570076,-97.7566068
Lady Bird Lake @ Mopac Bridge,23.24242424,3.10E-14,19.36030303,7.646666667,6.948181818,3.676060606,8.090909091,21.5,33,24.28741284,0.361820582,0.64,390.8521794,0.001048472,-4.468472824,0.000124787,-40.87544222,0.002545503,2.298398252,0.112185773,-1.076728251,0.137269791,0.247696833,0.648039934,0.554792424,0.286229718,30.27366505,-97.77152476
Lady Bird Lake @ Red Bud Isle (EC),14.30828571,-5.43E-14,20.2704,7.685942857,6.906685714,3.532628571,10.2,22.2,175,18.34054258,0.080046781,0.15,55.03442313,0.00065882,-0.228740057,0.233544779,-4.651324312,0.029980154,-0.485155771,0.151469866,0.318685998,0.085144621,-0.195146168,0.003643018,0.016480147,0.865359119,30.28711129,-97.78573004
Lake Creek @ Shadowbrook Club,70.12142857,-6.24E-14,20.36714286,7.63,6.426428571,2.021428571,6.714285714,18,14,26.18416185,0.583008982,0.92,306.7693789,0.201866437,-4.863926334,0.387391409,2.887920803,0.889362359,-17.46807829,0.046217293,-0.432326867,0.968829356,1.178692272,0.483057397,-2.388444609,0.037730458,30.49166824,-97.70699483
Lake Creek @ Sugar Berry Cove,54.23888889,6.71E-15,19.77444444,7.623333333,6.048888889,2.162777778,6.277777778,16,18,33.36505016,0.316675989,0.68,245.0134582,0.328819318,-0.100643731,0.96387674,-46.05191847,0.191113551,18.88851851,0.052402188,5.100793844,0.353677357,-1.110785563,0.509035721,2.623609496,0.107443881,30.51386175,-97.65059471
Lake Creek Downstream of Meadowheath Drive,34.88,7.03E-14,22.19,7.462,6.1825,1.273,8.5,20.8,20,23.25479976,0.315306578,0.4,131.3354083,0.419905327,-0.364112362,0.791551501,-18.13138367,0.360131888,2.352179181,0.669308978,8.872172216,0.299577384,0.342839157,0.704953759,0.714959999,0.367462404,30.46489048,-97.7723456
Little Barton Creek @ Barton Creek (LBC),20.98695652,-2.77E-14,19.11607457,7.356521739,7.357826087,2.73,6.652173913,19.1,23,14.50614372,0.328033891,0.3,147.0821706,0.305633588,-1.252959209,0.369621751,-16.28159364,0.365883794,3.120833451,0.342493285,-0.724885435,0.787698834,-0.821646998,0.216980919,0.06739489,0.887327352,30.29618366,-97.92775105
Little Barton Creek @ Great Divide Dr,49.672,-3.44E-14,18.442117,7.4412,7.4928,2.6868,6.72,19.3,25,29.5298955,0.29646564,0.64,69.44446501,0.591396785,-4.708148053,0.197918645,-2.000127983,0.892412708,9.60558791,0.019119579,-9.109966628,0.00963064,-1.901854342,0.101690558,2.254116005,0.005205055,30.30517795,-97.95772086
Little Barton Creek @ Hamilton Pool Rd,38.14444444,5.17E-14,19.4344888,7.525555556,6.844444444,2.533888889,6.833333333,16.9,18,16.77312729,0.672430248,0.85,69.08020036,0.546891723,-0.035210755,0.985117145,-0.83109157,0.943280638,6.440571216,0.211775871,-7.809779072,0.009456644,-1.851011248,0.13917574,-1.904254197,0.031772125,30.3056035,-97.98409427
Little Barton Creek upstream of Hamilton Pool Rd,68.95454546,2.97E-14,21.47980939,7.230909091,6.678181818,6.014545455,13.72727273,14.9,11,15.53726328,0.808718216,1,827.281208,0.011744774,-30.63261414,0.006647204,-26.44265709,0.12373572,21.94126278,0.022043771,4.415188882,0.024011242,-2.850894943,0.006500985,-2.604892743,0.042540749,30.30782423,-98.00048439
Little Bear @ Ashmun Property,32.89090909,4.33E-14,22.55576773,7.504545455,6.491818182,1.592727273,8.272727273,18.3,11,10.88837682,0.836928005,0.99,-274.405199,0.139124619,8.548444428,0.075362609,-14.86998227,0.457191797,27.55079317,0.052488106,20.39365807,0.02281349,-2.558934072,0.0516927,1.490671184,0.21776784,30.11231682,-97.95195356
Little Bear Creek @ Bear Creek,32.94666667,-2.95E-14,22.42422613,7.534666667,6.379333333,1.958,7.8,18.2,15,14.16390239,0.674575676,0.82,-380.8320918,0.012766599,0.072575289,0.987331667,58.69497977,0.024087971,-5.41005221,0.575276592,-3.395926702,0.418656218,-1.785375585,0.285951418,1.401579699,0.218227675,30.13142122,-97.83929237
Little Walnut @ Cameron Rd,58.4375,-2.22E-15,20.02588436,7.423125,7.955,2.998125,16.8125,21.2,16,23.58675877,0.416227402,0.85,-71.77457372,0.623283854,4.429265173,0.288082444,12.39057704,0.491515127,-11.35558977,0.099963205,1.420509534,0.58111083,-1.627940929,0.004388719,3.516379152,0.010535756,30.34244505,-97.67914763
Little Walnut Creek @ Georgian Dr,74.87692308,1.34E-13,20.81768126,7.326923077,7.437692308,1.584615385,16.38461539,18.1,13,17.38733318,0.518363477,0.77,562.4216421,0.089407011,2.363675599,0.625331047,-68.63690493,0.066383969,-7.009219599,0.404168425,-4.450586208,0.478531012,-1.300852867,0.138294219,2.642678356,0.154381482,30.35397679,-97.69818845
Little Walnut Creek @ US183,43.73809524,-2.50E-14,20.30010553,7.377142857,8.203333333,2.117142857,14.85714286,22.3,21,22.21157321,0.150057145,0.43,255.8225892,0.067574207,-2.824485364,0.386116392,-17.30766352,0.307850831,0.013079325,0.99899178,-8.356213397,0.256563791,0.216504465,0.676840924,-0.470077343,0.617182142,30.29672844,-97.66287744
Marble Creek @ Thaxton Road (M2),29.725,6.57E-14,21.69158487,7.379166667,7.674166667,4.586666667,8.333333333,19.7,12,29.17613414,0.437274132,0.5,240.2404443,0.709080558,1.389192948,0.840715021,-33.18703233,0.632441197,3.34133743,0.774746827,-2.386914565,0.610856208,0.300156719,0.94637019,-1.35197429,0.665964782,30.15396067,-97.73470411
North Boggy Creek @ Delwau Lane,49.69230769,-6.01E-14,18.75923077,7.776923077,7.024615385,5.893846154,11.07692308,21,13,15.09456366,0.780083764,0.91,290.9361137,0.172199021,-7.259352944,0.019547892,-6.595580456,0.699913103,-7.17508495,0.653652063,1.90478297,0.635350551,-2.19118909,0.038939008,0.775873373,0.7972328,30.26268881,-97.66878386
Old Mill (Sunken Gardens) Spring,21.22868853,-4.60E-15,21.00369763,7.538360656,6.993934426,2.471147541,10,21.9,61,29.12533718,0.202773468,0.26,-7.726593058,0.871741769,2.208762448,0.030380109,-3.242920839,0.550500872,0.839598489,0.389429281,-0.425755404,0.28106543,-0.899900569,0.008823508,0.16621206,0.59668967,30.26358486,-97.76807574
Onion Creek @ McKinney Falls ds Lower Falls,39.52379958,-9.88E-15,19.87305784,7.626060543,8.605490605,3.138455115,10.1691023,21.2,479,31.58451087,0.080356903,0.18,-13.14435236,0.563936544,0.312105111,0.395559218,2.314735181,0.421054887,1.519691701,0.018304276,-0.175068527,0.557204668,-0.587644491,8.26E-11,0.64128055,1.93E-06,30.18845663,-97.71964046
Onion Creek @ Mckinney Falls Upper Pool,35.46004184,2.16E-14,19.90671232,7.600052301,8.638723849,3.108200837,9.991631799,21.3,478,29.30491039,0.038428606,0.12,47.98991103,0.011893866,-0.342733809,0.240286434,-3.027169866,0.222587728,2.504260785,5.51E-06,0.514453827,0.018800202,-0.321340243,0.000288941,-0.481986802,6.56707E-05,30.18452473,-97.72549275
Onion Creek @ South Austin Regional WWTP (SAR),61.87391304,2.78E-15,19.30304348,7.574347826,9.152173913,1.867826087,11.34782609,21.1,23,26.46858798,0.133332086,0.46,344.5123391,0.08015375,0.555002023,0.850991939,-32.93771408,0.165835295,0.083426882,0.985948934,-9.612124573,0.243504692,-0.108502623,0.859362079,-1.566665076,0.071093583,30.20693181,-97.61558726
